Location,Time period,Time_UTC,Latitude_North,Longitude_East,Bleaching_alert_area,Degree_heating_week_Celsius_Week,Coral_bleaching_hotspot_Celsius,SST_Celsius,SST_Anomaly_Celsius
Palau,1985_1990,1985-04-01T12:00:00Z,7.775,134.575,0,0.0,-0.59,28.63,47.000.000.000.000.000
Palau,1985_1990,1985-04-02T12:00:00Z,7.775,134.575,0,0.0,-0.44,28.78,0.6
Palau,1985_1990,1985-04-03T12:00:00Z,7.775,134.575,0,0.0,-0.62,28.6,0.4
Palau,1985_1990,1985-04-04T12:00:00Z,7.775,134.575,0,0.0,-7.000.000.000.000.000,28.52,0.3
Palau,1985_1990,1985-04-05T12:00:00Z,7.775,134.575,0,0.0,-0.76,28.46,0.22
Palau,1985_1990,1985-04-06T12:00:00Z,7.775,134.575,0,0.0,-0.97,28.25,-0.01
Palau,1985_1990,1985-04-07T12:00:00Z,7.775,134.575,0,0.0,-1.21,28.01,-0.27
Palau,1985_1990,1985-04-08T12:00:00Z,7.775,134.575,0,0.0,-1.17,28.05,-0.24
Palau,1985_1990,1985-04-09T12:00:00Z,7.775,134.575,0,0.0,-1.0,28.22,-0.09
Palau,1985_1990,1985-04-10T12:00:00Z,7.775,134.575,0,0.0,-0.97,28.25,-0.08
Palau,1985_1990,1985-04-11T12:00:00Z,7.775,134.575,0,0.0,-1.36,27.86,-0.49
Palau,1985_1990,1985-04-12T12:00:00Z,7.775,134.575,0,0.0,-1.51,27.71,-0.66
Palau,1985_1990,1985-04-13T12:00:00Z,7.775,134.575,0,0.0,-1.26,27.96,-0.43
Palau,1985_1990,1985-04-14T12:00:00Z,7.775,134.575,0,0.0,-0.9,28.32,-0.09
Palau,1985_1990,1985-04-15T12:00:00Z,7.775,134.575,0,0.0,-7.000.000.000.000.000,28.52,0.09
Palau,1985_1990,1985-04-16T12:00:00Z,7.775,134.575,0,0.0,-0.63,28.59,0.14
Palau,1985_1990,1985-04-17T12:00:00Z,7.775,134.575,0,0.0,-0.63,28.59,0.11
Palau,1985_1990,1985-04-18T12:00:00Z,7.775,134.575,0,0.0,-0.79,28.43,-0.07
Palau,1985_1990,1985-04-19T12:00:00Z,7.775,134.575,0,0.0,-0.81,28.41,-0.11
Palau,1985_1990,1985-04-20T12:00:00Z,7.775,134.575,0,0.0,-0.76,28.46,-0.09
Palau,1985_1990,1985-04-21T12:00:00Z,7.775,134.575,0,0.0,-0.12,29.1,0.53
Palau,1985_1990,1985-04-22T12:00:00Z,7.775,134.575,1,0.0,0.08,29.3,7.000.000.000.000.000
Palau,1985_1990,1985-04-23T12:00:00Z,7.775,134.575,1,0.0,0.01,29.23,0.61
Palau,1985_1990,1985-04-24T12:00:00Z,7.775,134.575,1,0.0,0.06,29.28,0.64
Palau,1985_1990,1985-04-25T12:00:00Z,7.775,134.575,1,0.0,35.000.000.000.000.000,29.57,0.9
Palau,1985_1990,1985-04-26T12:00:00Z,7.775,134.575,1,0.0,0.32,29.54,0.85
Palau,1985_1990,1985-04-27T12:00:00Z,7.775,134.575,1,0.0,0.33,29.55,0.84
Palau,1985_1990,1985-04-28T12:00:00Z,7.775,134.575,1,0.0,0.38,29.6,0.86
Palau,1985_1990,1985-04-29T12:00:00Z,7.775,134.575,1,0.0,0.42,29.64,0.88
Palau,1985_1990,1985-04-30T12:00:00Z,7.775,134.575,1,0.0,0.38,29.6,8.200.000.000.000.000
Palau,1985_1990,1985-05-01T12:00:00Z,7.775,134.575,0,0.0,-0.1,29.12,0.31
Palau,1985_1990,1985-05-02T12:00:00Z,7.775,134.575,0,0.0,-0.16,29.060.000.000.000.000,0.23
Palau,1985_1990,1985-05-03T12:00:00Z,7.775,134.575,0,0.0,-0.02,29.2,0.34
Palau,1985_1990,1985-05-04T12:00:00Z,7.775,134.575,1,0.0,0.1,29.32,0.44
Palau,1985_1990,1985-05-05T12:00:00Z,7.775,134.575,0,0.0,-0.16,29.060.000.000.000.000,0.16
Palau,1985_1990,1985-05-06T12:00:00Z,7.775,134.575,1,0.0,0.06,29.28,35.000.000.000.000.000
Palau,1985_1990,1985-05-07T12:00:00Z,7.775,134.575,1,0.0,0.08,29.3,35.000.000.000.000.000
Palau,1985_1990,1985-05-08T12:00:00Z,7.775,134.575,1,0.0,0.04,29.26,0.29
Palau,1985_1990,1985-05-09T12:00:00Z,7.775,134.575,0,0.0,-0.21,29.01,0.01
Palau,1985_1990,1985-05-10T12:00:00Z,7.775,134.575,0,0.0,-0.65,28.57,-0.45
Palau,1985_1990,1985-05-11T12:00:00Z,7.775,134.575,0,0.0,-41.000.000.000.000.000,28.810.000.000.000.000,-0.24
Palau,1985_1990,1985-05-12T12:00:00Z,7.775,134.575,0,0.0,-0.13,29.09,0.02
Palau,1985_1990,1985-05-13T12:00:00Z,7.775,134.575,1,0.0,0.25,29.47,0.38
Palau,1985_1990,1985-05-14T12:00:00Z,7.775,134.575,1,0.0,0.39,29.61,0.49
Palau,1985_1990,1985-05-15T12:00:00Z,7.775,134.575,1,0.0,0.21,29.43,0.29
Palau,1985_1990,1985-05-16T12:00:00Z,7.775,134.575,0,0.0,-0.11,29.11,-0.03
Palau,1985_1990,1985-05-17T12:00:00Z,7.775,134.575,0,0.0,-0.2,29.02,-0.13
Palau,1985_1990,1985-05-18T12:00:00Z,7.775,134.575,0,0.0,-0.24,28.98,-0.17
Palau,1985_1990,1985-05-19T12:00:00Z,7.775,134.575,0,0.0,-0.23,28.990.000.000.000.000,-0.16
Palau,1985_1990,1985-05-20T12:00:00Z,7.775,134.575,0,0.0,-0.23,28.990.000.000.000.000,-0.16
Palau,1985_1990,1985-05-21T12:00:00Z,7.775,134.575,0,0.0,-0.21,29.01,-0.15
Palau,1985_1990,1985-05-22T12:00:00Z,7.775,134.575,0,0.0,-0.2,29.02,-0.14
Palau,1985_1990,1985-05-23T12:00:00Z,7.775,134.575,0,0.0,-0.34,28.88,-0.28
Palau,1985_1990,1985-05-24T12:00:00Z,7.775,134.575,1,0.0,0.05,29.27,0.11
Palau,1985_1990,1985-05-25T12:00:00Z,7.775,134.575,1,0.0,0.73,29.95,0.78
Palau,1985_1990,1985-05-26T12:00:00Z,7.775,134.575,2,0.17,1.18,30.400.000.000.000.000,1.23
Palau,1985_1990,1985-05-27T12:00:00Z,7.775,134.575,2,35.000.000.000.000.000,1.27,30.490.000.000.000.000,1.32
Palau,1985_1990,1985-05-28T12:00:00Z,7.775,134.575,2,0.59,1.68,30.900.000.000.000.000,1.73
Palau,1985_1990,1985-05-29T12:00:00Z,7.775,134.575,2,0.77,1.25,30.47,1.29
Palau,1985_1990,1985-05-30T12:00:00Z,7.775,134.575,2,0.91,01.02,30.240.000.000.000.000,01.06
Palau,1985_1990,1985-05-31T12:00:00Z,7.775,134.575,1,0.91,0.9,30.12,9.400.000.000.000.000
Palau,1985_1990,1985-06-01T12:00:00Z,7.775,134.575,1,0.91,0.72,29.94,0.76
Palau,1985_1990,1985-06-02T12:00:00Z,7.775,134.575,1,0.91,7.000.000.000.000.000,29.92,0.73
Palau,1985_1990,1985-06-03T12:00:00Z,7.775,134.575,1,0.91,7.000.000.000.000.000,29.92,0.73
Palau,1985_1990,1985-06-04T12:00:00Z,7.775,134.575,1,0.91,0.72,29.94,0.75
Palau,1985_1990,1985-06-05T12:00:00Z,7.775,134.575,1,0.91,0.65,29.87,0.68
Palau,1985_1990,1985-06-06T12:00:00Z,7.775,134.575,1,0.91,5.700.000.000.000.000,29.79,0.59
Palau,1985_1990,1985-06-07T12:00:00Z,7.775,134.575,1,0.91,0.54,29.76,0.56
Palau,1985_1990,1985-06-08T12:00:00Z,7.775,134.575,1,0.91,0.6,29.82,0.62
Palau,1985_1990,1985-06-09T12:00:00Z,7.775,134.575,1,0.91,0.89,30.11,0.91
Palau,1985_1990,1985-06-10T12:00:00Z,7.775,134.575,2,1.11,1.36,30.580.000.000.000.000,1.37
Palau,1985_1990,1985-06-11T12:00:00Z,7.775,134.575,1,1.11,0.77,29.990.000.000.000.000,0.78
Palau,1985_1990,1985-06-12T12:00:00Z,7.775,134.575,1,1.11,0.3,29.52,0.31
Palau,1985_1990,1985-06-13T12:00:00Z,7.775,134.575,1,1.11,0.22,29.44,0.23
Palau,1985_1990,1985-06-14T12:00:00Z,7.775,134.575,1,1.11,0.14,29.36,0.14
Palau,1985_1990,1985-06-15T12:00:00Z,7.775,134.575,0,1.11,-0.12,29.1,-0.12
Palau,1985_1990,1985-06-16T12:00:00Z,7.775,134.575,0,1.11,-0.1,29.12,-0.09
Palau,1985_1990,1985-06-17T12:00:00Z,7.775,134.575,0,1.11,-0.12,29.1,-0.1
Palau,1985_1990,1985-06-18T12:00:00Z,7.775,134.575,0,1.11,-0.15,29.07,-0.12
Palau,1985_1990,1985-06-19T12:00:00Z,7.775,134.575,0,1.11,-0.15,29.07,-0.11
Palau,1985_1990,1985-06-20T12:00:00Z,7.775,134.575,0,1.11,-0.31,28.91,-0.26
Palau,1985_1990,1985-06-21T12:00:00Z,7.775,134.575,0,1.11,-0.33,28.89,-0.27
Palau,1985_1990,1985-06-22T12:00:00Z,7.775,134.575,0,1.11,-0.42,28.8,-35.000.000.000.000.000
Palau,1985_1990,1985-06-23T12:00:00Z,7.775,134.575,0,1.11,-0.11,29.11,-0.03
Palau,1985_1990,1985-06-24T12:00:00Z,7.775,134.575,1,1.11,0.08,29.3,0.17
Palau,1985_1990,1985-06-25T12:00:00Z,7.775,134.575,1,1.11,0.06,29.28,0.16
Palau,1985_1990,1985-06-26T12:00:00Z,7.775,134.575,1,1.11,0.01,29.23,0.12
Palau,1985_1990,1985-06-27T12:00:00Z,7.775,134.575,0,1.11,-0.09,29.13,0.03
Palau,1985_1990,1985-06-28T12:00:00Z,7.775,134.575,0,1.11,-0.15,29.07,-0.02
Palau,1985_1990,1985-06-29T12:00:00Z,7.775,134.575,0,1.11,-0.67,28.55,-0.53
Palau,1985_1990,1985-06-30T12:00:00Z,7.775,134.575,0,1.11,-0.9,28.32,-0.75
Palau,1985_1990,1985-07-01T12:00:00Z,7.775,134.575,0,1.11,-1.0,28.22,-0.84
Palau,1985_1990,1985-07-02T12:00:00Z,7.775,134.575,0,1.11,-1.06,28.16,-0.89
Palau,1985_1990,1985-07-03T12:00:00Z,7.775,134.575,0,1.11,-0.98,28.240.000.000.000.000,-0.8
Palau,1985_1990,1985-07-04T12:00:00Z,7.775,134.575,0,1.11,-0.79,28.43,-0.6
Palau,1985_1990,1985-07-05T12:00:00Z,7.775,134.575,0,1.11,-0.66,28.560.000.000.000.000,-0.46
Palau,1985_1990,1985-07-06T12:00:00Z,7.775,134.575,0,1.11,-0.62,28.6,-41.000.000.000.000.000
Palau,1985_1990,1985-07-07T12:00:00Z,7.775,134.575,0,1.11,-7.000.000.000.000.000,28.52,-0.48
Palau,1985_1990,1985-07-08T12:00:00Z,7.775,134.575,0,1.11,-0.75,28.47,-0.52
Palau,1985_1990,1985-07-09T12:00:00Z,7.775,134.575,0,1.11,-0.9,28.32,-0.66
Palau,1985_1990,1985-07-10T12:00:00Z,7.775,134.575,0,1.11,-0.59,28.63,-0.34
Palau,1985_1990,1985-07-11T12:00:00Z,7.775,134.575,0,1.11,-0.44,28.78,-0.18
Palau,1985_1990,1985-07-12T12:00:00Z,7.775,134.575,0,1.11,-0.39,28.830.000.000.000.000,-0.12
Palau,1985_1990,1985-07-13T12:00:00Z,7.775,134.575,0,1.11,-0.51,28.71,-0.23
Palau,1985_1990,1985-07-14T12:00:00Z,7.775,134.575,0,1.11,-8.200.000.000.000.000,28.400.000.000.000.000,-0.53
Palau,1985_1990,1985-07-15T12:00:00Z,7.775,134.575,0,1.11,-0.68,28.54,-0.38
Palau,1985_1990,1985-07-16T12:00:00Z,7.775,134.575,0,1.11,-0.79,28.43,-0.48
Palau,1985_1990,1985-07-17T12:00:00Z,7.775,134.575,0,1.11,-0.86,28.36,-0.55
Palau,1985_1990,1985-07-18T12:00:00Z,7.775,134.575,0,1.11,-0.86,28.36,-0.54
Palau,1985_1990,1985-07-19T12:00:00Z,7.775,134.575,0,1.11,-0.77,28.45,-0.45
Palau,1985_1990,1985-07-20T12:00:00Z,7.775,134.575,0,1.11,-0.5,28.72,-0.17
Palau,1985_1990,1985-07-21T12:00:00Z,7.775,134.575,0,1.11,-0.23,28.990.000.000.000.000,0.1
Palau,1985_1990,1985-07-22T12:00:00Z,7.775,134.575,1,1.11,0.01,29.23,35.000.000.000.000.000
Palau,1985_1990,1985-07-23T12:00:00Z,7.775,134.575,1,1.11,0.21,29.43,0.55
Palau,1985_1990,1985-07-24T12:00:00Z,7.775,134.575,1,1.11,0.07,29.29,0.42
Palau,1985_1990,1985-07-25T12:00:00Z,7.775,134.575,0,1.11,0.0,29.22,35.000.000.000.000.000
Palau,1985_1990,1985-07-26T12:00:00Z,7.775,134.575,0,1.11,-0.03,29.19,0.33
Palau,1985_1990,1985-07-27T12:00:00Z,7.775,134.575,1,1.11,0.02,29.240.000.000.000.000,0.38
Palau,1985_1990,1985-07-28T12:00:00Z,7.775,134.575,0,1.11,-0.19,29.03,0.18
Palau,1985_1990,1985-07-29T12:00:00Z,7.775,134.575,0,1.11,-0.33,28.89,0.04
Palau,1985_1990,1985-07-30T12:00:00Z,7.775,134.575,0,1.11,-0.39,28.830.000.000.000.000,-0.01
Palau,1985_1990,1985-07-31T12:00:00Z,7.775,134.575,0,1.11,-0.55,28.67,-0.17
Palau,1985_1990,1985-08-01T12:00:00Z,7.775,134.575,0,1.11,-0.59,28.63,-0.2
Palau,1985_1990,1985-08-02T12:00:00Z,7.775,134.575,0,1.11,-8.300.000.000.000.000,28.39,-0.44
Palau,1985_1990,1985-08-03T12:00:00Z,7.775,134.575,0,1.11,-0.93,28.29,-0.53
Palau,1985_1990,1985-08-04T12:00:00Z,7.775,134.575,0,1.11,-1.01,28.21,-0.61
Palau,1985_1990,1985-08-05T12:00:00Z,7.775,134.575,0,1.11,-0.93,28.29,-0.52
Palau,1985_1990,1985-08-06T12:00:00Z,7.775,134.575,0,1.11,-0.92,28.3,-0.51
Palau,1985_1990,1985-08-07T12:00:00Z,7.775,134.575,0,1.11,-1.05,28.17,-0.63
Palau,1985_1990,1985-08-08T12:00:00Z,7.775,134.575,0,1.11,-1.05,28.17,-0.63
Palau,1985_1990,1985-08-09T12:00:00Z,7.775,134.575,0,1.11,-1.05,28.17,-0.62
Palau,1985_1990,1985-08-10T12:00:00Z,7.775,134.575,0,1.11,-0.89,28.330.000.000.000.000,-0.46
Palau,1985_1990,1985-08-11T12:00:00Z,7.775,134.575,0,1.11,-0.85,28.37,-41.000.000.000.000.000
Palau,1985_1990,1985-08-12T12:00:00Z,7.775,134.575,0,1.11,-0.67,28.55,-0.23
Palau,1985_1990,1985-08-13T12:00:00Z,7.775,134.575,0,1.11,-0.68,28.54,-0.23
Palau,1985_1990,1985-08-14T12:00:00Z,7.775,134.575,0,1.11,-0.71,28.51,-0.26
Palau,1985_1990,1985-08-15T12:00:00Z,7.775,134.575,0,1.11,-0.85,28.37,-0.39
Palau,1985_1990,1985-08-16T12:00:00Z,7.775,134.575,0,1.11,-0.63,28.59,-0.17
Palau,1985_1990,1985-08-17T12:00:00Z,7.775,134.575,0,1.11,-0.74,28.48,-0.28
Palau,1985_1990,1985-08-18T12:00:00Z,7.775,134.575,0,9.400.000.000.000.000,-0.81,28.41,-0.36
Palau,1985_1990,1985-08-19T12:00:00Z,7.775,134.575,0,0.76,-9.500.000.000.000.000,28.27,-0.5
Palau,1985_1990,1985-08-20T12:00:00Z,7.775,134.575,0,0.52,-1.0,28.22,-0.55
Palau,1985_1990,1985-08-21T12:00:00Z,7.775,134.575,0,0.34,-1.07,28.150.000.000.000.000,-0.62
Palau,1985_1990,1985-08-22T12:00:00Z,7.775,134.575,0,0.19,-0.67,28.55,-0.22
Palau,1985_1990,1985-08-23T12:00:00Z,7.775,134.575,0,0.19,-0.76,28.46,-0.32
Palau,1985_1990,1985-08-24T12:00:00Z,7.775,134.575,0,0.19,-0.63,28.59,-0.19
Palau,1985_1990,1985-08-25T12:00:00Z,7.775,134.575,0,0.19,-0.55,28.67,-0.11
Palau,1985_1990,1985-08-26T12:00:00Z,7.775,134.575,1,0.19,0.27,29.490.000.000.000.000,0.71
Palau,1985_1990,1985-08-27T12:00:00Z,7.775,134.575,0,0.19,-0.1,29.12,0.34
Palau,1985_1990,1985-08-28T12:00:00Z,7.775,134.575,0,0.19,-0.36,28.86,0.07
Palau,1985_1990,1985-08-29T12:00:00Z,7.775,134.575,0,0.19,-0.38,28.84,0.05
Palau,1985_1990,1985-08-30T12:00:00Z,7.775,134.575,0,0.19,-0.17,29.05,0.26
Palau,1985_1990,1985-08-31T12:00:00Z,7.775,134.575,0,0.19,-0.12,29.1,0.31
Palau,1985_1990,1985-09-01T12:00:00Z,7.775,134.575,0,0.19,-0.6,28.62,-0.17
Palau,1985_1990,1985-09-02T12:00:00Z,7.775,134.575,0,0.0,-0.72,28.5,-0.29
Palau,1985_1990,1985-09-03T12:00:00Z,7.775,134.575,0,0.0,-0.88,28.34,-0.46
Palau,1985_1990,1985-09-04T12:00:00Z,7.775,134.575,0,0.0,-0.88,28.34,-0.46
Palau,1985_1990,1985-09-05T12:00:00Z,7.775,134.575,0,0.0,-0.75,28.47,-0.33
Palau,1985_1990,1985-09-06T12:00:00Z,7.775,134.575,0,0.0,-0.75,28.47,-0.33
Palau,1985_1990,1985-09-07T12:00:00Z,7.775,134.575,0,0.0,-0.78,28.44,-0.36
Palau,1985_1990,1985-09-08T12:00:00Z,7.775,134.575,0,0.0,-0.79,28.43,-0.38
Palau,1985_1990,1985-09-09T12:00:00Z,7.775,134.575,0,0.0,-0.72,28.5,-0.31
Palau,1985_1990,1985-09-10T12:00:00Z,7.775,134.575,0,0.0,-0.49,28.73,-0.08
Palau,1985_1990,1985-09-11T12:00:00Z,7.775,134.575,0,0.0,-0.4,28.82,0.01
Palau,1985_1990,1985-09-12T12:00:00Z,7.775,134.575,0,0.0,-0.27,28.95,0.14
Palau,1985_1990,1985-09-13T12:00:00Z,7.775,134.575,0,0.0,-0.28,28.94,0.12
Palau,1985_1990,1985-09-14T12:00:00Z,7.775,134.575,0,0.0,-0.31,28.91,0.09
Palau,1985_1990,1985-09-15T12:00:00Z,7.775,134.575,0,0.0,-35.000.000.000.000.000,28.87,0.05
Palau,1985_1990,1985-09-16T12:00:00Z,7.775,134.575,0,0.0,-0.38,28.84,0.01
Palau,1985_1990,1985-09-17T12:00:00Z,7.775,134.575,0,0.0,-41.000.000.000.000.000,28.810.000.000.000.000,-0.03
Palau,1985_1990,1985-09-18T12:00:00Z,7.775,134.575,0,0.0,-0.44,28.78,-0.06
Palau,1985_1990,1985-09-19T12:00:00Z,7.775,134.575,0,0.0,-0.59,28.63,-0.22
Palau,1985_1990,1985-09-20T12:00:00Z,7.775,134.575,0,0.0,-0.92,28.3,-0.56
Palau,1985_1990,1985-09-21T12:00:00Z,7.775,134.575,0,0.0,-0.76,28.46,-41.000.000.000.000.000
Palau,1985_1990,1985-09-22T12:00:00Z,7.775,134.575,0,0.0,-0.67,28.55,-0.32
Palau,1985_1990,1985-09-23T12:00:00Z,7.775,134.575,0,0.0,-0.6,28.62,-0.26
Palau,1985_1990,1985-09-24T12:00:00Z,7.775,134.575,0,0.0,-0.8,28.42,-47.000.000.000.000.000
Palau,1985_1990,1985-09-25T12:00:00Z,7.775,134.575,0,0.0,-1.07,28.150.000.000.000.000,-0.75
Palau,1985_1990,1985-09-26T12:00:00Z,7.775,134.575,0,0.0,-1.16,28.060.000.000.000.000,-0.84
Palau,1985_1990,1985-09-27T12:00:00Z,7.775,134.575,0,0.0,-1.07,28.150.000.000.000.000,-0.76
Palau,1985_1990,1985-09-28T12:00:00Z,7.775,134.575,0,0.0,-1.07,28.150.000.000.000.000,-0.77
Palau,1985_1990,1985-09-29T12:00:00Z,7.775,134.575,0,0.0,-1.08,28.14,-0.79
Palau,1985_1990,1985-09-30T12:00:00Z,7.775,134.575,0,0.0,-1.04,28.18,-0.75
Palau,1985_1990,1985-10-01T12:00:00Z,7.775,134.575,0,0.0,-0.98,28.240.000.000.000.000,-7.000.000.000.000.000
Palau,1985_1990,1985-10-02T12:00:00Z,7.775,134.575,0,0.0,-0.89,28.330.000.000.000.000,-0.62
Palau,1985_1990,1985-10-03T12:00:00Z,7.775,134.575,0,0.0,-0.61,28.61,-35.000.000.000.000.000
Palau,1985_1990,1985-10-04T12:00:00Z,7.775,134.575,0,0.0,-0.51,28.71,-0.26
Palau,1985_1990,1985-10-05T12:00:00Z,7.775,134.575,0,0.0,-0.53,28.69,-0.28
Palau,1985_1990,1985-10-06T12:00:00Z,7.775,134.575,0,0.0,-0.71,28.51,-47.000.000.000.000.000
Palau,1985_1990,1985-10-07T12:00:00Z,7.775,134.575,0,0.0,-8.300.000.000.000.000,28.39,-0.6
Palau,1985_1990,1985-10-08T12:00:00Z,7.775,134.575,0,0.0,-0.87,28.35,-0.65
Palau,1985_1990,1985-10-09T12:00:00Z,7.775,134.575,0,0.0,-0.9,28.32,-0.68
Palau,1985_1990,1985-10-10T12:00:00Z,7.775,134.575,0,0.0,-0.71,28.51,-0.5
Palau,1985_1990,1985-10-11T12:00:00Z,7.775,134.575,0,0.0,-0.28,28.94,-0.08
Palau,1985_1990,1985-10-12T12:00:00Z,7.775,134.575,0,0.0,-0.33,28.89,-0.14
Palau,1985_1990,1985-10-13T12:00:00Z,7.775,134.575,0,0.0,-0.44,28.78,-0.25
Palau,1985_1990,1985-10-14T12:00:00Z,7.775,134.575,0,0.0,-41.000.000.000.000.000,28.810.000.000.000.000,-0.23
Palau,1985_1990,1985-10-15T12:00:00Z,7.775,134.575,0,0.0,-35.000.000.000.000.000,28.87,-0.18
Palau,1985_1990,1985-10-16T12:00:00Z,7.775,134.575,0,0.0,-0.05,29.17,0.12
Palau,1985_1990,1985-10-17T12:00:00Z,7.775,134.575,0,0.0,-0.16,29.060.000.000.000.000,0.01
Palau,1985_1990,1985-10-18T12:00:00Z,7.775,134.575,0,0.0,-0.13,29.09,0.03
Palau,1985_1990,1985-10-19T12:00:00Z,7.775,134.575,0,0.0,-0.02,29.2,0.14
Palau,1985_1990,1985-10-20T12:00:00Z,7.775,134.575,0,0.0,-0.21,29.01,-0.05
Palau,1985_1990,1985-10-21T12:00:00Z,7.775,134.575,0,0.0,-0.56,28.66,-0.4
Palau,1985_1990,1985-10-22T12:00:00Z,7.775,134.575,0,0.0,-0.54,28.68,-0.38
Palau,1985_1990,1985-10-23T12:00:00Z,7.775,134.575,0,0.0,-5.700.000.000.000.000,28.650.000.000.000.000,-0.42
Palau,1985_1990,1985-10-24T12:00:00Z,7.775,134.575,0,0.0,-0.54,28.68,-0.39
Palau,1985_1990,1985-10-25T12:00:00Z,7.775,134.575,0,0.0,-0.56,28.66,-41.000.000.000.000.000
Palau,1985_1990,1985-10-26T12:00:00Z,7.775,134.575,0,0.0,-0.18,29.04,-0.03
Palau,1985_1990,1985-10-27T12:00:00Z,7.775,134.575,0,0.0,-0.2,29.02,-0.05
Palau,1985_1990,1985-10-28T12:00:00Z,7.775,134.575,0,0.0,-0.44,28.78,-0.3
Palau,1985_1990,1985-10-29T12:00:00Z,7.775,134.575,1,0.0,0.14,29.36,0.28
Palau,1985_1990,1985-10-30T12:00:00Z,7.775,134.575,1,0.0,0.67,29.89,0.81
Palau,1985_1990,1985-10-31T12:00:00Z,7.775,134.575,2,0.14,01.01,30.23,11.500.000.000.000.000
Palau,1985_1990,1985-11-01T12:00:00Z,7.775,134.575,1,0.14,0.96,30.18,1.1
Palau,1985_1990,1985-11-02T12:00:00Z,7.775,134.575,1,0.14,0.8,30.02,9.400.000.000.000.000
Palau,1985_1990,1985-11-03T12:00:00Z,7.775,134.575,1,0.14,0.33,29.55,0.46
Palau,1985_1990,1985-11-04T12:00:00Z,7.775,134.575,1,0.14,0.17,29.39,0.3
Palau,1985_1990,1985-11-05T12:00:00Z,7.775,134.575,1,0.14,0.15,29.37,0.28
Palau,1985_1990,1985-11-06T12:00:00Z,7.775,134.575,1,0.14,0.45,29.67,0.58
Palau,1985_1990,1985-11-07T12:00:00Z,7.775,134.575,1,0.14,0.5,29.72,0.63
Palau,1985_1990,1985-11-08T12:00:00Z,7.775,134.575,1,0.14,0.65,29.87,0.77
Palau,1985_1990,1985-11-09T12:00:00Z,7.775,134.575,0,0.14,-0.14,29.080.000.000.000.000,-0.02
Palau,1985_1990,1985-11-10T12:00:00Z,7.775,134.575,0,0.14,-0.09,29.13,0.03
Palau,1985_1990,1985-11-11T12:00:00Z,7.775,134.575,0,0.14,-0.03,29.19,0.09
Palau,1985_1990,1985-11-12T12:00:00Z,7.775,134.575,1,0.14,0.26,29.48,0.38
Palau,1985_1990,1985-11-13T12:00:00Z,7.775,134.575,1,0.14,0.23,29.45,0.34
Palau,1985_1990,1985-11-14T12:00:00Z,7.775,134.575,1,0.14,0.62,29.84,0.73
Palau,1985_1990,1985-11-15T12:00:00Z,7.775,134.575,1,0.14,41.000.000.000.000.000,29.63,0.52
Palau,1985_1990,1985-11-16T12:00:00Z,7.775,134.575,1,0.14,0.42,29.64,0.54
Palau,1985_1990,1985-11-17T12:00:00Z,7.775,134.575,1,0.14,0.27,29.490.000.000.000.000,0.4
Palau,1985_1990,1985-11-18T12:00:00Z,7.775,134.575,1,0.14,0.23,29.45,0.38
Palau,1985_1990,1985-11-19T12:00:00Z,7.775,134.575,1,0.14,0.1,29.32,0.26
Palau,1985_1990,1985-11-20T12:00:00Z,7.775,134.575,1,0.14,0.05,29.27,0.22
Palau,1985_1990,1985-11-21T12:00:00Z,7.775,134.575,1,0.14,0.02,29.240.000.000.000.000,0.2
Palau,1985_1990,1985-11-22T12:00:00Z,7.775,134.575,0,0.14,-0.01,29.21,0.18
Palau,1985_1990,1985-11-23T12:00:00Z,7.775,134.575,1,0.14,0.11,29.330.000.000.000.000,0.32
Palau,1985_1990,1985-11-24T12:00:00Z,7.775,134.575,1,0.14,35.000.000.000.000.000,29.57,5.700.000.000.000.000
Palau,1985_1990,1985-11-25T12:00:00Z,7.775,134.575,0,0.14,0.0,29.22,0.23
Palau,1985_1990,1985-11-26T12:00:00Z,7.775,134.575,0,0.14,-0.15,29.07,0.09
Palau,1985_1990,1985-11-27T12:00:00Z,7.775,134.575,0,0.14,-0.28,28.94,-0.03
Palau,1985_1990,1985-11-28T12:00:00Z,7.775,134.575,0,0.14,-41.000.000.000.000.000,28.810.000.000.000.000,-0.14
Palau,1985_1990,1985-11-29T12:00:00Z,7.775,134.575,0,0.14,-0.37,28.85,-0.09
Palau,1985_1990,1985-11-30T12:00:00Z,7.775,134.575,0,0.14,-1.03,28.19,-0.74
Palau,1985_1990,1985-12-01T12:00:00Z,7.775,134.575,0,0.14,-0.93,28.29,-0.63
Palau,1985_1990,1985-12-02T12:00:00Z,7.775,134.575,0,0.14,-0.61,28.61,-0.3
Palau,1985_1990,1985-12-03T12:00:00Z,7.775,134.575,0,0.14,-0.62,28.6,-0.29
Palau,1985_1990,1985-12-04T12:00:00Z,7.775,134.575,0,0.14,-0.29,28.93,0.05
Palau,1985_1990,1985-12-05T12:00:00Z,7.775,134.575,1,0.14,0.28,29.5,0.63
Palau,1985_1990,1985-12-06T12:00:00Z,7.775,134.575,1,0.14,0.36,29.580.000.000.000.000,0.72
Palau,1985_1990,1985-12-07T12:00:00Z,7.775,134.575,1,0.14,0.58,29.8,9.500.000.000.000.000
Palau,1985_1990,1985-12-08T12:00:00Z,7.775,134.575,1,0.14,41.000.000.000.000.000,29.63,0.8
Palau,1985_1990,1985-12-09T12:00:00Z,7.775,134.575,1,0.14,0.6,29.82,1.0
