sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
208351	P3F	P3F_1.fq.gz	cb8441cd91eb26c775cec0995661504bf8b164dc00859803c7825163c25bec18	P3F_2.fq.gz	b820bf52b2c1bac9facddbb7457dbcd9c31555482a3f86f10a5d885737d0f6e5	1068	20241029T082842_grilljo1	398975	287718	6653	286364	6599	14	2	1340	52	260727	115	22320	8120	4168	1099	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	poritidae	porites	lobata	-9.35000000	152.03333300	20171106	0-13
208327	P1D	P1D_1.fq.gz	85ef02a0445a59bc2f89fa11ff12c5e3e84d1bff4aff252a000858b1f15bdc8e	P1D_2.fq.gz	be5e95a1d301d3343e66c1972a3b708ce2f0ffdae887309201da01e27b677d48	1068	20241029T082842_grilljo1	306038	209174	5315	207892	5253	183	10	1099	52	190016	104	16475	3449	2614	419	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	poritidae	porites	lobata	-9.35000000	152.03333300	20171106	0-13
208339	P2E	P2E_1.fq.gz	6d14ff4c5207ef41a5161e6c3426ccd24b5066c72797ddb27ea6487c042a4bac	P2E_2.fq.gz	12db04f9250e4da23f5f7b369f0a377f379fc05c0a1772773c972bd51c51b5f9	1068	20241029T082842_grilljo1	419581	295774	7126	294731	7071	271	14	772	41	271186	100	21322	5750	3010	985	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	poritidae	porites	lobata	-9.35000000	152.03333300	20171106	0-13
208323	D21B	D21B_1.fq.gz	845fffa1a0cd1de3e2981c546d6803ba6bd6abc2dae8b0c1f9151f395f3c3a28	D21B_2.fq.gz	4f5a906dfd76ec54d9cc886d674cb14d393936696d6d7615dac777682c244ddc	1068	20241029T082842_grilljo1	352679	241694	5936	239580	5846	754	42	1360	48	220917	113	20172	4371	4616	1039	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	7.78333300	134.58333300	20180106	0-16
208340	P3E	P3E_1.fq.gz	94532f91ba760a9c9b2571dfd0933dd3ac486c7d8ce278fc9c5ee3530c22a13a	P3E_2.fq.gz	d2dc1b86be5b5dde8d5f45edbe02c3d96881f7f46915f0399008649ee3048155	1068	20241029T082842_grilljo1	331322	231206	5628	229942	5571	506	21	758	36	210898	96	19050	2300	5634	404	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	poritidae	porites	lobata	-9.35000000	152.03333300	20171106	0-13
208354	P6F	P6F_1.fq.gz	a809e82341bb4abbe33a7927a329f61f999c144f75916da53d36550912db776b	P6F_2.fq.gz	0cb7e5dcc8ea1851a0b73617b19a51bda5c39483815df4d3fa4ada547179cfeb	1068	20241029T082842_grilljo1	377627	273549	6410	270057	6276	186	5	3306	129	246511	102	18012	4026	4273	997	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	poritidae	porites	lobata	-9.35000000	152.03333300	20171106	0-13
208325	C_D_B	C_D_B_1.fq.gz	9710b2a9cff141408210b2a2bf6eb9899c7a927734e08660d19368f5bdff8786	C_D_B_2.fq.gz	0ea7e877d3d29a6d5c98f8b196517fd398235b8bdb03ce7433c1a7a6c71c2305	1068	20241029T082842_grilljo1	373039	258849	6295	258194	6256	3	1	652	38	237796	112	17014	6528	2171	922	0	0	0	0	0	PCR_control	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	7.78333300	134.58333300	20180106	0-16
208359	D0E	D0E_1.fq.gz	7263c4e2cd25fc8c23aa0dc3ef23ccc6f5f45e4ac4b64e5c8001c569185747fb	D0E_2.fq.gz	7dba8e5f43cfed87113a7a872245faa5ffb89569d90222e187cc9f00c7572974	1068	20241029T082842_grilljo1	525150	367405	8858	365578	8769	816	37	1011	52	334943	106	26103	7327	1639	4430	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	-9.35000000	152.03333300	20171106	0-13
208364	D5E	D5E_1.fq.gz	3afc10ea46f390ffca70eaf4a045e5db500f558ef87284a71e36c3e5f6aac10d	D5E_2.fq.gz	265bcf381cd42d6d68bac213a4e50983807a29590be64fd5d8e295c2618db2f9	1068	20241029T082842_grilljo1	441753	310780	7389	308114	7259	954	48	1712	82	284778	86	20401	4139	5442	652	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	-9.35000000	152.03333300	20171106	0-13
208330	P4D	P4D_1.fq.gz	5810d44571947a81470d70a47c68b6719db484cbe1bc5485ec48c548fb60ed62	P4D_2.fq.gz	03fd8a4f0f2c9282d6e8a61772f512e3416bff3f8704b3089fb31f51098b33bf	1068	20241029T082842_grilljo1	361379	250455	6296	248828	6215	454	23	1173	58	222741	104	23655	2579	4663	32	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	poritidae	porites	lobata	-9.35000000	152.03333300	20171106	0-13
208317	D2B	D2B_1.fq.gz	36c57af927072efa28e6b7ee2d3acfce24565cce9107da59e4f3ab1736abc2fe	D2B_2.fq.gz	fdf9ac20d582460c26404c26d44288bd76a500e7f4a8629ad99d66fe3ff778d9	1068	20241029T082842_grilljo1	402658	276753	7046	275015	6968	183	10	1555	68	246024	87	13839	4136	4703	315	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	7.78333300	134.58333300	20180106	0-16
208310	P6B	P6B_1.fq.gz	38ff2eb7db57c36e4498f06458e884623900b67d9880eea8119a5187fca0620b	P6B_2.fq.gz	8463c2e461f061946ce63aad8192b45f42d9e84d294254d3576405f303dec98c	1068	20241029T082842_grilljo1	405540	284423	6832	280627	6704	955	39	2841	89	249736	71	9124	6493	822	35	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	poritidae	porites	lobata	7.78333300	134.58333300	20180106	0-16
208360	D1E	D1E_1.fq.gz	d74fcb0540f8f4d1cee21dd69bf8325de02504c3f581e5ec89cca2e5a89c27e2	D1E_2.fq.gz	feb979c6c6de4d473eff09bc9cb3227de0df9a9b1fb2ec0701e27a86a9a9e6b8	1068	20241029T082842_grilljo1	337927	233694	5863	231555	5767	745	37	1394	59	214277	105	16707	5090	4790	13	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	-9.35000000	152.03333300	20171106	0-13
208342	P5E	P5E_1.fq.gz	100d8d48213caf630455a1762fa47ea906db488e800f10e9fe7ea3cb6a1779bb	P5E_2.fq.gz	e6231e912993e67e3d52b1b59520b0f07ae1a5327cf8b9d866a052db3d419955	1068	20241029T082842_grilljo1	468504	323590	8485	321377	8368	1179	51	1034	66	287134	108	32895	4877	7940	58	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	poritidae	porites	lobata	-9.35000000	152.03333300	20171106	0-13
208320	D5B	D5B_1.fq.gz	35241de31de9765eb0e72aa9d10c1b0aa38b9cc65f42b41d9ee529b0ba0ac494	D5B_2.fq.gz	79446f76707e363201a9a2089bac0fb5200b4cf0c726440a388d6fd13b2b497d	1068	20241029T082842_grilljo1	381771	262676	6763	261493	6706	190	6	993	51	244299	138	23082	8061	1424	4053	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	7.78333300	134.58333300	20180106	0-16
208315	D0B	D0B_1.fq.gz	61256976888644b61b2009724675c18bd2c6526f85e4691ae9f0d78ab5b49260	D0B_2.fq.gz	ad7c3647a7db625b300d88f41c4f88d93261baea4fae94d9f512c2811f8a95b4	1068	20241029T082842_grilljo1	385170	263296	7430	262288	7371	236	11	772	48	240935	111	16297	2577	1074	1024	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	7.78333300	134.58333300	20180106	0-16
208321	D6B	D6B_1.fq.gz	00a31efdbf048755eb3685385cffbab4ab4c19e40e54594c891f4f8b8fa107e8	D6B_2.fq.gz	d51fc047dc1c047813986b28d0ced4a2a5404f13bd97920ecec6f1954ab82128	1068	20241029T082842_grilljo1	408221	273525	7327	272281	7264	373	20	871	43	248630	122	12141	3146	0	3095	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	diploastreidae	diploastrea	heliopora	7.78333300	134.58333300	20180106	0-16
208348	P0F	P0F_1.fq.gz	05fb0eec70b446d7e3d11111ce251768bd72cee313cf0db65e64112358a96ff3	P0F_2.fq.gz	a4a26af788597c1b7b89ed6b830cd011ae0c0f7189a254ef51f2c2f3a48c2ee3	1068	20241029T082842_grilljo1	319895	235866	4721	235695	4707	72	7	99	7	222823	110	3593	458	4155	18	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	poritidae	porites	lobata	-9.35000000	152.03333300	20171106	0-13
208337	P0E	P0E_1.fq.gz	5b778d72de352be85f95c5b16e154f597acf8826dff61515a131fd8ad8947933	P0E_2.fq.gz	985c877579310af875d12f42649afaa0d28a06981b57456c5f9320b902d96183	1068	20241029T082842_grilljo1	318801	230869	4977	230238	4945	3	1	628	31	214982	110	5390	974	3531	285	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	poritidae	porites	lobata	-9.35000000	152.03333300	20171106	0-13
208344	P16E	P16E_1.fq.gz	1422aff64f38771304b697fc14d21dcabcd568a275184313a81e4f7f498c00e9	P16E_2.fq.gz	2df863d0987c017e8ffb3f8765950451a00e771af63bb182003065823e6250b3	1068	20241029T082842_grilljo1	342390	238880	5744	237099	5677	391	18	1390	49	214967	101	15460	3342	1360	395	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	poritidae	porites	lobata	-9.35000000	152.03333300	20171106	0-13
208305	P1B	P1B_1.fq.gz	aae0bcbeef870ff3368ec7247f718c037774ab474b571b65cbced264b011797b	P1B_2.fq.gz	76db12bf1c67d6241f60df93fc470f76b62043de2fc2528a46456ab546ed6234	1068	20241029T082842_grilljo1	362815	252113	5903	249779	5811	307	17	2027	75	223776	87	8067	5222	3886	306	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	poritidae	porites	lobata	7.78333300	134.58333300	20180106	0-16
208304	P0B	P0B_1.fq.gz	30b52c38b45acda5f56df1ccabe7e06d3530da36cf469fa478f09bd35cfae129	P0B_2.fq.gz	b4fdb2465d597a8963891710115f074f1414da0bdcb2c9a2909c7c83dbe4f389	1068	20241029T082842_grilljo1	335443	236497	5667	236207	5649	11	1	279	17	223864	93	1338	263	13870	78	0	0	0	0	0	other	cnidaria	anthozoa	scleractinia	poritidae	porites	lobata	7.78333300	134.58333300	20180106	0-16
